Order,Latin_binomial,Island,Ancestor_or_closest_mainland_relative,Size_ratio,Body_mass_mainland_taxon,Body_mass_island_taxon,Log_Size_ratio,Magnitude_body_size_change,Direction_body_size_change,IUCN_Category,Source_Body_mass_and_size_ratio,Source_Ancestor_or_closest_mainland_relative,Endemism,Notes
Diprotodontia,Pseudochirulus_schlegeli,New Guinea,,,,274.5,,,,VU,Faurby et al. 2020,,yes,
Rodentia,Pseudohydromys_berniceae,New Guinea,,,,21.8,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Pseudohydromys_ellermani,New Guinea,,,,22.5,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Pseudohydromys_fuscus,New Guinea,,,,18.8,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Pseudohydromys_murinus,New Guinea,,,,16.8,,,,LC,Faurby et al. 2020,,yes,
Chiroptera,Ptenochirus_jagori,Biliran: Bohol: Bongao: Boracay: Caluya: Camiguin: Carabao: Catanduanes: Cebu: Dinagat: Leyte: Luzon: Marinduque: Maripipi: Masbate: Mindanao: Mindoro: Negros: Panay: Polillo: Samar: Sanga-sanga: Semirara: Siargao: Sibay: Sibuyan: Siquijor: Tablas: Ticao,,,,77.3,,,,LC,Faurby et al. 2020,,yes,
Chiroptera,Ptenochirus_minor,Biliran: Bohol: Dinagat: Leyte: Mindanao: Samar,,,,61,,,,LC,L. R. Heaney based on specimens and data in FMNH Division of Mammals,,yes,
Chiroptera,Pteralopex_anceps,Bougainville: Choiseul,,,,560.4,,,,EN,Faurby et al. 2020,,yes,
Chiroptera,Pteralopex_atrata,Guadalcanal: New Georgia,,,,472,,,,EN,Faurby et al. 2020,,yes,
Chiroptera,Pteralopex_flanneryi,Bougainville: Buka: Choiseul: Santa Isabel,,,,670.2,,,,CR,Faurby et al. 2020,,yes,
Chiroptera,Pteralopex_pulchra,Guadalcanal,,,,280,,,,CR,Faurby et al. 2020,,yes,
Chiroptera,Pteralopex_taki,Kolombangara: New Georgia: Vangunu,,,,286.7,,,,VU,Faurby et al. 2020,,yes,
Rodentia,Pteromys_momonga,Honshu: Shikoku: Kyushu,Pteromys_volans,1.055632823,143.8,151.8,0.023512886,0.023512886,gigantism,LC,Faurby et al. 2020,Oshida et al. 2000,yes,
Chiroptera,Pteronotus_macleayii,Cuba: Jamaica,,,,5.4,,,,LC,Faurby et al. 2020,,yes,
Chiroptera,Pteronotus_quadridens,Cuba: Jamaica: Hispaniola: Puerto Rico,,,,5.2,,,,LC,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_admiralitatum,Bismarck Archipelago: Solomon Islands,,,,299.9,,,,LC,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_aldabrensis,,,0.565938646,338.8,191.7400133,-0.247230649,0.247230649,dwarfism,EN,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_alecto,,,0.811737564,595,482.9838507,-0.090584356,0.090584356,dwarfism,LC,Island populations dataset in this study,,no,Median values from population dataset
Chiroptera,Pteropus_anetianus,Vanua Lava: Santa Maria: Mota Lava: Pentecost: Aore: Malakula: Ambrym: Epi: Efate: Erromango: Anatom: Espirito Santo: Maewo: Ureparapara: Malo: Emao: Emae: Lopevi: Tongoa: Nguna: Aoba,,,,426,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_aruensis,Aru Islands,,,,743.2,,,,CR,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_caniceps,Halmahera: Batjan: Tidore: Ternate,,,,505,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_capistratus,Mioko: New Britain: New Ireland Sakar: Duke of York: Umboi,,,,223,,,,NT,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_chrysoproctus,Maluku: Ambon: Buru: Seram,,,,710,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_cognatus,Makira: Uki Ni Masi,,,,302.5,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_dasymallus,Kuchinoerabu: Nakano: Taira: Akuseki: Takara: Okinawa: Ishigaki: Taketomi: Kohama: Iriomote: Hateruma: Kuro: Hatoma: Aragusuku: Yonaguni: Tarama: Irabu: Miyako: Daito: Batan: Babuyan Claro: Dalupiri: Fuga: Lutao: Guishan ,Pteropus_vampyrus,0.464793247,935.9,435,-0.33274019,0.33274019,dwarfism,VU,Faurby et al. 2020,Almeida et al. 2014,yes,
Chiroptera,Pteropus_faunulus,Nancowry: Teressa: Kamorta: Bompuka: Katchal: Trinkat,Pteropus_hypomelanus,0.672740014,428.1,288,-0.17215274,0.17215274,dwarfism,EN,Faurby et al. 2020,IUCN 2021. The IUCN Red List of Threatened Species. Version 2021-1.,yes,
Chiroptera,Pteropus_fundatus,Mota: Vanua Lava,,,,205.7,,,,EN,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_gilliardorum,New Britain: New Ireland,Pteropus_pelagicus,2.298850575,174,400,0.361510743,0.361510743,gigantism,VU,Faurby et al. 2020,Almeida et al. 2020,yes,
Chiroptera,Pteropus_hypomelanus,,,1.03203604,390,402.4940557,0.013694864,0.013694864,gigantism,NT,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_livingstonii,,,0.548603926,860,471.7993763,-0.260741089,0.260741089,dwarfism,CR,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_macrotis,,,0.630712938,695,438.3454922,-0.20016826,0.20016826,dwarfism,LC,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_mahaganus,Choiseul: Santa Isabel: Tanabuli: Bougainville: Buka,,,,251.4,,,,LC,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_mariannus,Northern Mariana Islands: Guam: Ulithi Atoll,,,,453.5,,,,EN,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_melanopogon,,,0.799134274,860,687.2554756,-0.097380243,0.097380243,dwarfism,EN,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_melanotus,Bompuka: Car Nicobar: Great Nicobar: Kamorta: Katchal: Kondul: Nancowrie: South Sentinel: Tilangchong: Tressa: Trinkat: South Andaman: Rutlans: Mentawi: Christmas,,,,375,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_molossinus,Pohnpei: Ant Atoll: Pakin Atoll,,,,178,,,,EN,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_neohibernicus,,,0.780084541,840,655.2710144,-0.107858328,0.107858328,dwarfism,LC,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_niger,Réunion: Mauritius,Pteropus_giganteus,0.56739617,804.2,456.3,-0.2461136,0.2461136,dwarfism,EN,Faurby et al. 2020,O’Brien et al. 2009,yes,
Chiroptera,Pteropus_nitendiensis,Nendö: Tömotu Neo,,,,265,,,,EN,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_ocularis,Buru: Ambon: Seram,,,,220,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_ornatus,Lifou: Maré: New Caledonia,,,,330,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_pelagicus,,,0.46020483,340,156.4696421,-0.337048828,0.337048828,dwarfism,EN,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_pelewensis,Palau: Kayangel Atoll: Sonsorol: Fanna,Pteropus_neohibernicus,0.252999586,966.8,244.6,-0.596880189,0.596880189,dwarfism,NT,Faurby et al. 2020,Tsang et al. 2020,yes,
Chiroptera,Pteropus_personatus,Halmahera: Obi: Gag,,,,127.5,,,,LC,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_pohlei,Numfoor: Rani: Yapen,,,,343,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_pselaphon,,,1.016635521,340,345.6560772,0.00716528,0.00716528,gigantism,EN,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_pumilus,Miangas: Balut: Camiguin: Leyte: Maripipi: Masbate: Mindanao: Mindoro: Negros: Panay: Sibuyan: Siquijor: Tablas ,Pteropus_vampyrus,0.195961107,935.9,183.4,-0.707830116,0.707830116,dwarfism,NT,Faurby et al. 2020,Almeida et al. 2014,yes,
Chiroptera,Pteropus_rayneri,Bougainville: Buka: Choiseul: Arnavon: Vangunu: Gatokae: Rendova: Kolombangara: Ghizo: Tetepare: New Georgia: Santa Isabel: Guadalcanal: Vella Lavella: Shortl: Simbo: Mono: Malaita,,,,724.5,,,,NT,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_rennelli,Rennell,,,,296.4,,,,EN,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_rodricensis,Rodrigues,Pteropus_vampyrus,0.271182819,935.9,253.8,-0.56673783,0.56673783,dwarfism,EN,Faurby et al. 2020,O’Brien et al. 2009,yes,
Chiroptera,Pteropus_rufus,Madagascar,Pteropus_giganteus,0.44889331,804.2,361,-0.347856867,0.347856867,dwarfism,VU,Faurby et al. 2020,O’Brien et al. 2009,yes,
Chiroptera,Pteropus_samoensis,Fiji Islands: Samoa Islands: American Samoa Islands,,,,310,,,,NT,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_seychellensis,,,0.814651006,338.8,276.0037609,-0.089028402,0.089028402,dwarfism,LC,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_temminckii,Buru: Seram: Ambon,,,,250,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_tonganus,Karkar: Koil: Malaita: Makira: Rennell: Santa Cruz Islands: Vanuatu Archipelago: New Caledonia: Ouvéa: Fiji Islands: Wallis: Futuna: Tonga Islands: Samoa Islands: American Samoa Islands: Niué: Mangaia: Rarotonga,Pteropus_conspicillatus,0.539254867,775.7,418.3,-0.268205927,0.268205927,dwarfism,LC,Faurby et al. 2020,Helgen et al. 2009,yes,
Chiroptera,Pteropus_tuberculatus,,,0.678401799,340,230.6566116,-0.168513009,0.168513009,dwarfism,EN,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_ualanus,Kosrae,,,,348.9,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_vampyrus,,,0.822344053,1078,886.4868894,-0.084946444,0.084946444,dwarfism,NT,Island populations dataset in this study,,no,Median values from population dataset
Chiroptera,Pteropus_vetulus,New Caledonia,,,,148,,,,NT,Faurby et al. 2020,,yes,
Chiroptera,Pteropus_voeltzkowi,,,0.89295331,338.8,302.5325814,-0.049171249,0.049171249,dwarfism,VU,Island populations dataset in this study,,yes,Median values from population dataset
Chiroptera,Pteropus_woodfordi,,,0.341928405,443.4,151.6110549,-0.466064819,0.466064819,dwarfism,LC,Island populations dataset in this study,,yes,Median values from population dataset
Scandentia,Ptilocercus_lowii,,,0.986689427,42.5,41.93430063,-0.005819526,0.005819526,dwarfism,LC,Island populations dataset in this study,,no,Median values from population dataset
Carnivora,Puma_concolor,,,1.109,53900,59775.1,0.044931546,0.044931546,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
Artiodactyla,Rangifer_tarandus,,,0.775,90000,69750,-0.110698297,0.110698297,dwarfism,VU,Island populations dataset in this study,,no,Median values from population dataset
Rodentia,Rattus_annandalei,,,1.4315,198,283.437,0.155791352,0.155791352,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
Rodentia,Rattus_arrogans,New Guinea,,,,82.9,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_baluensis,Borneo,Rattus_tiomanicus,0.836923077,130,108.8,-0.077314457,0.077314457,dwarfism,LC,Faurby et al. 2020,IUCN 2021. The IUCN Red List of Threatened Species. Version 2021-1.,yes,
Rodentia,Rattus_burrus,Great Nicobar: Little Nicobar: Trinkat,Rattus_tiomanicus,1.466153846,130,190.6,0.166179544,0.166179544,gigantism,EN,Faurby et al. 2020,Corbet & Hill 1992,yes,
Rodentia,Rattus_elaphinus,Pulau Taliabu: Pulau Mangole,Rattus_hoffmanni,0.893877551,147,131.4,-0.04872197,0.04872197,dwarfism,NT,Faurby et al. 2020,Fabre et al. 2018,yes,
Rodentia,Rattus_everetti,Biliran: Bohol: Camiguin: Catanduanes: Dinagat: Leyte: Luzon: Marinduque: Maripipi: Mindanao: Mindoro: Burias: Panay: Siargao: Ticao,,,,360,,,,LC,L. R. Heaney based on specimens and data in FMNH Division of Mammals,,yes,
Rodentia,Rattus_feliceus,Seram,,,,306,,,,NT,Faurby et al. 2020,,yes,
Rodentia,Rattus_fuscipes,,,0.666,125,83.25,-0.176525771,0.176525771,dwarfism,LC,Island populations dataset in this study,,no,Median values from population dataset
Rodentia,Rattus_giluwensis,New Guinea,,,,116.7,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_hainaldi,Flores,,,,154,,,,EN,Van den Hoek Ostende et al. 2017,,yes,
Rodentia,Rattus_hoffmanni,Sulawesi,,,,147,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_hoogerwerfi,Sumatra,,,,165,,,,VU,Faurby et al. 2020,,yes,
Rodentia,Rattus_jobiensis,Yapen: Biak: Supiori: Owi,,,,380,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_losea,,,1.202,105,126.21,0.079904468,0.079904468,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
Rodentia,Rattus_lugens,Siberut: Sipora: Pagai Utara: Pagai Selattan,Rattus_tiomanicus,1.723076923,130,224,0.236304666,0.236304666,gigantism,VU,Faurby et al. 2020,IUCN 2021. The IUCN Red List of Threatened Species. Version 2021-1.,yes,
Rodentia,Rattus_marmosurus,Sulawesi,,,,217,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_mindorensis,Mindoro,Rattus_tiomanicus,1.046153846,130,136,0.019595556,0.019595556,gigantism,LC,Van den Hoek Ostende et al. 2017,Van den Hoek Ostende et al. 2017,yes,
Rodentia,Rattus_mollicomulus,Sulawesi,,,,143.2,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_montanus,Sri Lanka,,,,136,,,,EN,Faurby et al. 2020,,yes,
Rodentia,Rattus_mordax,New Guinea: Conflict Group: Fergusson: Goodenough: Misima: Normanby: Sideia: Sudest: Woodlark,,,,230,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_morotaiensis,Morotai: Halmahara: Batjan,,,,148.3,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_nikenii,Gag ,,,,184,,,,VU,Faurby et al. 2020,,yes,
Rodentia,Rattus_novaeguineae,New Guinea,,,,133,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_palmarum,Car Nicobar: Great Nicobar,Rattus_tiomanicus,3.776923077,130,491,0.57713814,0.57713814,gigantism,VU,Faurby et al. 2020,IUCN 2021. The IUCN Red List of Threatened Species. Version 2021-1.,yes,
Rodentia,Rattus_pococki,New Guinea,,,,82.8,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_praetor,New Guinea: Bismarck Archipelago: Solomon Islands,,,,204.1,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_richardsoni,New Guinea,,,,64.3,,,,VU,Faurby et al. 2020,,yes,
Rodentia,Rattus_simalurensis,,,1.1135,270,300.645,0.046690221,0.046690221,gigantism,EN,Island populations dataset in this study,,yes,Median values from population dataset
Rodentia,Rattus_steini,New Guinea,,,,155,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_stoicus,Henry Lawrence: South Andaman: Middle Andaman ,,,,323,,,,VU,Faurby et al. 2020,,yes,
Rodentia,Rattus_tanezumi,,,1.671,141,235.611,0.22297645,0.22297645,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
Rodentia,Rattus_tiomanicus,,,0.8685,119,103.3515,-0.061230177,0.061230177,dwarfism,LC,Island populations dataset in this study,,no,Median values from population dataset
Rodentia,Rattus_vandeuseni,New Guinea,,,,67.3,,,,EN,Faurby et al. 2020,,yes,
Rodentia,Rattus_verecundus,New Guinea,,,,108.5,,,,LC,Faurby et al. 2020,,yes,
Rodentia,Rattus_xanthurus,Sulawesi,,,,303,,,,NT,Faurby et al. 2020,,yes,
Rodentia,Ratufa_affinis,,,1.096293376,1160,1271.700316,0.03992679,0.03992679,gigantism,NT,Island populations dataset in this study,,no,Median values from population dataset
Rodentia,Ratufa_bicolor,,,0.919897136,2000,1839.794273,-0.036260733,0.036260733,dwarfism,NT,Island populations dataset in this study,,no,Median values from population dataset
Rodentia,Reithrodontomys_megalotis,,,1.371,10.7,14.6697,0.137037455,0.137037455,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
Rodentia,Reithrodontomys_spectabilis,Cozumel,Reithrodontomys_gracilis,1.642276423,12.3,20.2,0.215446258,0.215446258,gigantism,CR,Faurby et al. 2020,Ceballos 2014,yes,
Rodentia,Rheithrosciurus_macrotis,Borneo,,,,1225,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Rhinolophus_affinis,,,1.054751852,21.24207407,22.48620822,0.023150296,0.023150296,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
Chiroptera,Rhinolophus_arcuatus,Sumatra: Borneo: Nusa Tenggara: Sulawesi: Lesser Sunda: Wetar: Moluccas: Buru: Amboina: New Guinea: Biliran: Camiguin: Catanduanes: Dalupiri: Fuga: Guimaras: Leyte: Luzon: Maripipi: Masbate: Mindanao: Mindoro: Negros: Palawan: Panay: Polillo: Sibutu: Sibuyan: Siquijor: Tawi Tawi ,Rhinolophus_euryotis,0.559440559,14.3,8,-0.25224605,0.25224605,dwarfism,LC,L. R. Heaney based on specimens and data in FMNH Division of Mammals,Patrick et al. 2013,yes,
Chiroptera,Rhinolophus_blasii,,,0.996,10.2,10.1592,-0.001740662,0.001740662,dwarfism,NT,Island populations dataset in this study,,no,Median values from population dataset
Chiroptera,Rhinolophus_canuti,Java: Nusa Barong,,,,12.7,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Rhinolophus_celebensis,Java: Krakatau: Bali: Sulawesi: Buton: Kabaena: Kangean: Sangihe: Karekelang,Rhinolophus_macrotis,1.080645161,6.2,6.7,0.033683113,0.033683113,gigantism,LC,Faurby et al. 2020,Patrick et al. 2013,yes,
Chiroptera,Rhinolophus_cognatus,North Andaman: Interview: Baratang: Little Andaman: Paget: Point: North Reef,Rhinolophus_pusillus,0.75,7.2,5.4,-0.124938737,0.124938737,dwarfism,EN,Faurby et al. 2020,IUCN 2021. The IUCN Red List of Threatened Species. Version 2021-1.,yes,
Chiroptera,Rhinolophus_creaghi,Borneo: Madura: Palawan,Rhinolophus_euryotis,0.839160839,14.3,12,-0.076154791,0.076154791,dwarfism,LC,Faurby et al. 2020,Patrick et al. 2013,yes,
Chiroptera,Rhinolophus_euryale,,,0.966,9.18,8.86788,-0.015022874,0.015022874,dwarfism,VU,Island populations dataset in this study,,no,Median values from population dataset
Chiroptera,Rhinolophus_euryotis,Sulawesi: Amboina: Seram: Tanimbar Islands: Buru: Kai: Aru Islands: Halmahera: Bacan: Walgeo: Japen: New Guinea: New Britain: New Ireland: Kiriwina,,,,14.3,,,,LC,Faurby et al. 2020,,yes,
Chiroptera,Rhinolophus_formosae,Taiwan,Rhinolophus_luctus,0.597014925,33.5,20,-0.224014811,0.224014811,dwarfism,LC,Faurby et al. 2020,Volleth et al. 2017,yes,
Chiroptera,Rhinolophus_hipposideros,,,0.873,4.6,4.0158,-0.058985756,0.058985756,dwarfism,NT,Island populations dataset in this study,,no,Median values from population dataset
Chiroptera,Rhinolophus_inops,Biliran: Camiguin: Catanduanes: Cebu: Luzon: Leyte: Mindanao: Mindoro: Negros: Panay: Polillo: Samar,Rhinolophus_euryotis,1.118881119,14.3,16,0.048783945,0.048783945,gigantism,LC,L. R. Heaney based on specimens and data in FMNH Division of Mammals,Patrick et al. 2013,yes,
Chiroptera,Rhinolophus_madurensis,Madura: Kangean ,,,,6.7,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Rhinolophus_montanus,Timor,,,,6.7,,,,EN,Faurby et al. 2020,IUCN 2021. The IUCN Red List of Threatened Species. Version 2021-1.,yes,
Chiroptera,Rhinolophus_pusillus,,,1.021867371,8.75774574,8.949254611,0.009394532,0.009394532,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
Chiroptera,Rhinolophus_rufus,Bohol: Camiguin: Catanduanes: Guimaras: Leyte: Luzon: Marinduque: Mindanao: Mindoro: Polillo,Rhinolophus_euryotis,2.517482517,14.3,36,0.400966463,0.400966463,gigantism,NT,L. R. Heaney based on specimens and data in FMNH Division of Mammals,Patrick et al. 2013,yes,
Chiroptera,Rhinolophus_trifoliatus,,,0.766,15.1,11.5666,-0.11577123,0.11577123,dwarfism,NT,Island populations dataset in this study,,no,Median values from population dataset
Chiroptera,Rhinolophus_virgo,Batan: Bohol: Busuanga: Camiguin: Camotes: Catanduanes: Cebu: Dondonay: Gigante: Jolo: Leyte: Lubang: Luzon: Leyte: Marinduque: Maripipi: Mindanao: Mindoro: Negros: Palawan: Panay: Sabtang: Sibuyan: Tablas,Rhinolophus_macrotis,0.967741935,6.2,6,-0.014240439,0.014240439,dwarfism,LC,Faurby et al. 2020,Patrick et al. 2013,yes,
Peramelemorphia,Rhynchomeles_prattorum,Seram,Echymipera_clara,0.639061868,1236.5,790.2,-0.194457095,0.194457095,dwarfism,EN,Faurby et al. 2020,Westerman et al. 2001,yes,
Rodentia,Rhynchomys_banahao,Luzon,,,,145,,,,LC,L. R. Heaney based on specimens and data in FMNH Division of Mammals,,yes,
Rodentia,Rhynchomys_isarogensis,Luzon,,,,140,,,,VU,L. R. Heaney based on specimens and data in FMNH Division of Mammals,,yes,
Rodentia,Rhynchomys_soricoides,Luzon,,,,200,,,,NT,L. R. Heaney based on specimens and data in FMNH Division of Mammals,,yes,
Chiroptera,Rousettus_amplexicaudatus,,,0.964874463,74,71.40071023,-0.015529188,0.015529188,dwarfism,LC,Island populations dataset in this study,,no,Median values from population dataset
Chiroptera,Rousettus_bidens,Sulawesi: Lembeh: Buton: Menado,,,,171,,,,VU,Faurby et al. 2020,,yes,
Chiroptera,Rousettus_celebensis,Sulawesi: Mangole: Sanana: Sangihe: Wowoni: Wangiwangi,,,,56.3,,,,LC,Faurby et al. 2020,,yes,
Chiroptera,Rousettus_leschenaultii,,,1.271412037,97.1,123.4541088,0.104286319,0.104286319,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
Chiroptera,Rousettus_madagascariensis,Madagascar: Nosy Be: Nosy Komba: Sainte Marie,Rousettus_aegyptiacus,0.469742814,132.2,62.1,-0.328139855,0.328139855,dwarfism,VU,Faurby et al. 2020,Almeida et al. 2016,yes,
Chiroptera,Rousettus_obliviosus,Grande Comore: Anjouan: Mohéli,Rousettus_aegyptiacus,0.333585477,132.2,44.1,-0.476792866,0.476792866,dwarfism,VU,Faurby et al. 2020,Almeida et al. 2016,yes,
Chiroptera,Rousettus_spinalatus,Sumatra: Borneo,,,,90.8,,,,VU,Faurby et al. 2020,,yes,
Rodentia,Rubrisciurus_rubriventer,Sulawesi: Sangir,,,,688.3,,,,VU,Faurby et al. 2020,,yes,
Artiodactyla,Rusa_alfredi,Panay: Negros,Rusa_unicolor,0.263384946,180344.4,47500,-0.579409052,0.579409052,dwarfism,EN,Faurby et al. 2020: Frantz L. Meijaard E. Gongora J. Haile J. Groenen M.A. and Larson G. 2016. The evolution of Suidae. Annual review of animal biosciences 4 pp.61-85.,Heckeberg 2020,yes,
Artiodactyla,Rusa_marianna,Luzon: Polillo: Catanduanes: Mindoro: Samar: Leyte: Mindanao: Basilan: Marinduque,Rusa_unicolor,0.277247311,180344.4,50000,-0.557132657,0.557132657,dwarfism,VU,Faurby et al. 2020: Frantz L. Meijaard E. Gongora J. Haile J. Groenen M.A. and Larson G. 2016. The evolution of Suidae. Annual review of animal biosciences 4 pp.61-85.,Heckeberg 2020,yes,
Artiodactyla,Rusa_timorensis,Java: Bali,Rusa_unicolor,0.349331612,180344.4,63000,-0.456762112,0.456762112,dwarfism,VU,Faurby et al. 2020: Frantz L. Meijaard E. Gongora J. Haile J. Groenen M.A. and Larson G. 2016. The evolution of Suidae. Annual review of animal biosciences 4 pp.61-85.,Heckeberg 2020,yes,
Artiodactyla,Rusa_unicolor,,,0.907803703,134500,122099.598,-0.04200805,0.04200805,dwarfism,VU,Island populations dataset in this study,,no,Median values from population dataset
Carnivora,Salanoia_concolor,Madagascar,,,,650,,,,VU,Faurby et al. 2020,,yes,
Dasyuromorphia,Sarcophilus_harrisii,Tasmania,,,,8000,,,,EN,McCreless et al. 2016,,yes,
Primates,Sciurocheirus_alleni_alleni,,,1.139347051,322,366.8697503,0.056656032,0.056656032,gigantism,EN,Island populations dataset in this study,,yes,Median values from population dataset
Rodentia,Sciurus_granatensis,,,0.99,200,198,-0.004364805,0.004364805,dwarfism,LC,Island populations dataset in this study,,no,Median values from population dataset
Rodentia,Sciurus_lis,Honshu: Shikoku: Awaji,Sciurus_vulgaris,0.793693694,333,264.3,-0.10034707,0.10034707,dwarfism,LC,Faurby et al. 2020,Pe?nerová & Martínková 2012,yes,
Chiroptera,Scotophilus_collinus,Java: Bali: Lombok: Flores: Timor: Semau: Roti: Borneo: Lembata: Aru Islands,,,,23.4,,,,LC,Faurby et al. 2020,,yes,
Chiroptera,Scotophilus_marovaza,Madagascar,Scotophilus_leucogaster,0.702970297,20.2,14.2,-0.153063025,0.153063025,dwarfism,LC,Faurby et al. 2020,Trujillo et al. 2009,yes,
Chiroptera,Scotophilus_robustus,Madagascar,,,,44.8,,,,LC,Faurby et al. 2020,,yes,
Primates,Semnopithecus_vetulus,,,0.504715178,8500,4290.079009,-0.296953635,0.296953635,dwarfism,EN,Island populations dataset in this study,,yes,Median values from population dataset
Afrosoricida,Setifer_setosus,Madagascar,,,,294,,,,LC,Faurby et al. 2020,,yes,
Diprotodontia,Setonix_brachyurus,,,1.0665,3030,3231.495,0.02796086,0.02796086,gigantism,VU,Island populations dataset in this study,,no,Median values from population dataset
Primates,Simias_concolor,,,0.426778844,8700,4177.654592,-0.369797117,0.369797117,dwarfism,CR,Island populations dataset in this study,,yes,Median values from population dataset
Dasyuromorphia,Sminthopsis_aitkeni,Kangaroo,Sminthopsis_griseoventer,1.285714286,17.5,22.5,0.109144469,0.109144469,gigantism,CR,Faurby et al. 2020,Kemper et al. 2011,yes,
Dasyuromorphia,Sminthopsis_leucopus,,,1.230769231,26,32,0.09017663,0.09017663,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
Eulipotyphla,Solenodon_cubanus,Cuba,Solenodon_paradoxus,0.722222222,900,650,-0.141329153,0.141329153,dwarfism,EN,Faurby et al. 2020,Sato et al. 2016,yes,
Eulipotyphla,Solenodon_paradoxus,Hispaniola,,,,810,,,,EN,Turvey et al. 2021,,yes,
Eulipotyphla,Solisorex_pearsoni,Sri Lanka,,,,66.6,,,,EN,Faurby et al. 2020,,yes,
Rodentia,Solomys_ponceleti,Bougainville: Choiseul,Melomys_leucogaster,9.22,108.5,1000,0.964730921,0.964730921,gigantism,CR,Faurby et al. 2020,Lavery & Judge 2017,yes,
Rodentia,Solomys_salebrosus,Bougainville: Choiseul,Melomys_leucogaster,3.456221198,108.5,375,0.53860153,0.53860153,gigantism,EN,Lavery & Judge 2017,Lavery & Judge 2017,yes,
Rodentia,Solomys_sapientis,Santa Isabel,,,,225.5,,,,EN,Faurby et al. 2020,,yes,
Eulipotyphla,Sorex_araneus,,,1.090154194,9.5,10.35646484,0.03748793,0.03748793,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
Eulipotyphla,Sorex_arcticus,,,1.05,8,8.4,0.021189299,0.021189299,gigantism,LC,Island populations dataset in this study,,no,Median values from population dataset
